196,133,225,226
195,133,224,226
194,133,223,226
194,133,223,226
193,133,222,226
192,133,221,226
191,133,220,226
191,134,220,227
192,133,221,226
194,133,223,226
195,132,224,225
197,132,226,225
198,131,227,224
200,131,229,224
202,131,231,224
203,130,232,223
205,130,234,223
206,129,235,222
208,129,237,222
210,129,239,222
210,127,239,219
210,126,239,217
210,125,239,214
210,124,239,212
210,123,239,209
210,122,239,207
209,122,238,208
208,122,237,209
207,122,236,210
207,122,236,211
206,122,235,212
205,122,234,213
204,122,233,214
204,122,233,215
202,122,231,214
201,122,230,213
200,122,229,213
199,122,228,212
198,122,227,211
197,122,226,211
196,122,225,210
195,123,224,210
193,122,222,209
191,121,220,209
189,120,218,209
187,119,216,208
186,118,215,208
184,117,213,208
182,116,211,207
180,115,209,207
179,114,208,207
178,112,207,205
177,111,206,204
176,110,205,203
175,108,204,201
174,107,203,200
173,106,202,199
172,105,201,198
171,103,200,196
170,102,199,195
169,101,198,194
168,99,197,192
167,98,196,191
166,97,195,190
165,96,194,189
163,95,192,187
162,95,191,186
159,93,188,178
157,92,185,170
155,91,183,162
153,91,181,162
152,91,180,162
151,92,179,163
150,92,178,163
149,92,177,163
147,93,175,164
146,93,174,164
145,93,173,164
144,94,172,165
143,94,171,165
142,95,170,166
141,94,169,166
140,94,168,167
139,94,167,168
139,93,167,169
138,93,166,170
137,93,165,170
136,93,164,171
136,92,164,172
135,92,163,173
134,92,162,174
134,92,162,175
134,93,162,176
135,94,163,177
136,96,164,179
137,97,165,180
138,99,166,182
138,100,167,183
139,102,168,185
140,103,169,186
141,105,170,188
142,106,171,189
143,108,172,191
148,108,177,191
153,108,183,191
159,108,188,191
164,108,194,191
170,108,200,191
168,108,199,191
166,108,198,191
165,108,197,191
163,108,196,191
162,109,195,192
159,107,192,192
156,106,189,193
153,105,186,193
151,104,184,194
148,103,181,194
145,102,178,195
142,101,175,195
140,100,173,196
141,100,174,196
142,101,175,197
143,102,176,198
142,100,175,196
141,98,174,194
140,96,173,192
140,95,173,191
139,93,172,189
138,91,171,187
138,90,171,186
141,90,174,186
145,90,178,186
149,90,182,186
151,93,184,189
153,97,186,193
156,101,189,197
158,105,191,201
161,109,194,205
161,111,194,207
161,113,194,209
161,115,194,211
162,117,195,213
160,118,193,214
159,119,192,215
157,120,190,216
156,121,189,217
154,122,187,218
153,123,186,219
152,124,185,220
151,121,184,217
150,119,183,215
149,117,182,213
151,112,184,207
153,107,186,202
156,102,189,197
158,98,191,191
161,93,194,186
163,88,196,181
166,84,199,176
165,85,198,177
164,87,197,178
164,88,197,179
163,90,196,180
162,91,195,181
162,93,195,183
158,97,191,187
155,102,188,192
151,106,184,196
148,111,181,201
146,112,179,202
144,113,177,203
143,114,176,204
141,116,174,206
140,117,173,207
138,118,171,208
137,120,170,210
139,118,172,208
141,116,174,206
144,114,177,204
146,112,179,202
148,110,181,200
151,109,184,199
151,107,184,197
152,105,185,195
153,103,186,193
153,102,186,192
154,100,187,190
155,98,188,188
155,97,188,187
156,95,189,185
157,93,190,183
158,92,191,182
156,91,189,182
154,91,187,182
153,90,186,182
151,90,184,182
149,90,182,182
148,89,181,182
146,89,179,183
145,88,178,183
143,88,176,183
141,88,174,183
140,87,173,183
138,87,171,183
137,87,170,184
139,86,172,182
141,85,174,180
143,84,176,178
145,83,178,177
147,83,180,175
149,82,182,173
151,81,184,172
153,80,186,170
155,79,188,168
157,79,190,167
157,82,190,170
158,85,191,173
159,89,192,177
160,92,193,180
161,96,194,184
162,99,195,187
163,103,196,191
162,103,195,191
162,104,195,192
161,105,194,193
161,106,194,194
161,107,194,195
159,109,192,197
157,111,190,199
155,113,188,201
153,115,186,203
151,117,184,205
150,120,183,208
150,120,183,208
150,120,183,208
150,120,183,208
150,120,183,208
150,120,183,208
150,120,183,208
150,120,183,208
151,120,184,208
150,119,183,207
149,118,182,206
149,118,182,205
149,116,182,203
150,114,183,201
150,113,183,199
151,111,184,197
152,110,185,195
152,108,185,193
153,106,186,191
153,105,186,189
154,103,187,187
155,102,188,185
156,101,189,183
157,100,190,182
158,99,191,181
159,98,192,180
161,97,194,179
161,96,194,178
161,95,194,177
162,95,194,177
162,94,194,176
162,93,194,175
163,93,194,175
163,92,194,174
164,92,194,174
164,91,194,173
164,90,194,172
165,90,194,172
165,89,194,171
166,89,194,171
164,89,192,171
162,89,190,171
160,89,188,171
158,89,186,171
156,89,184,171
154,89,182,171
152,89,180,171
150,89,178,171
148,89,176,171
147,90,175,172
145,89,173,171
143,89,171,171
142,89,170,171
140,88,168,170
139,88,167,170
137,88,165,170
136,88,164,170
134,87,162,169
133,87,161,169
131,87,159,169
130,87,158,169
129,86,157,168
129,85,157,167
129,85,157,167
130,88,158,170
132,92,160,174
133,95,161,177
135,99,163,181
137,103,165,185
141,107,169,189
146,111,174,193
151,116,179,198
153,112,182,197
153,121,180,197
158,123,180,198
155,120,177,191
154,116,177,181
152,112,176,188
152,109,177,186
153,105,178,180
154,101,179,175
153,99,176,171
153,98,176,168
150,98,171,164
149,96,172,164
148,94,173,163
145,92,169,163
137,88,162,165
129,84,157,166
123,80,155,169
116,73,150,172
109,64,147,178
105,50,152,180
125,33,173,178
151,33,192,179
174,28,218,166
211,33,254,167
234,26,275,166
214,28,261,171
217,24,265,169
236,25,277,168
249,23,290,171
241,23,292,171
238,29,290,178
236,35,288,185
233,41,286,192
231,47,284,199
228,53,282,206
226,59,281,213
216,69,271,224
206,80,262,235
196,90,252,246
186,101,243,257
179,101,236,257
172,101,229,257
166,102,223,258
168,98,225,254
171,94,228,250
173,90,230,246
176,86,233,242
178,82,235,238
181,78,238,234
179,79,236,235
178,81,235,237
176,83,233,239
175,85,232,241
174,87,231,243
171,88,228,244
168,89,225,245
166,91,223,247
